log,category
[6853]  SyntaxError: Unexpected token - Execution ID 96234,Build Failure
"[3762]  [INFO] Thread-7 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 63480",Permission Error
[5257]  [INFO] Thread-7 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 20511,Environment Issue
[1539]  [INFO] Thread-4 executing task Connection timed out after 30000 milliseconds - Execution ID 75082,Timeout Failure
[8903]  SyntaxError: Unexpected token - Execution ID 13206,Build Failure
[4593]  [INFO] Thread-8 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 43426,Dependency Error
[9756]  [INFO] Thread-1 executing task Could not resolve dependencies for project - Execution ID 38083,Dependency Error
[5857]  [INFO] Thread-8 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 47485,Container Crash
[4270]  [INFO] Thread-9 executing task make: *** [all] Error 2 - Execution ID 10127,Build Failure
"[9651]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 65001",Timeout Failure
[8271]  [INFO] Thread-6 executing task 403 Forbidden: Access denied - Execution ID 38145,Permission Error
[7423]  [INFO] Thread-3 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 12089,Build Failure
[2224]  [INFO] Thread-3 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 37584,Timeout Failure
[4113]  AssertionError: expected False to be True - Execution ID 60356,Test Failure
[8267]  [INFO] Thread-5 executing task Gateway Timeout: 504 - Execution ID 37625,Timeout Failure
[5706]  docker run failed: container crashed unexpectedly - Execution ID 21163,Container Crash
[4155]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 39342,Permission Error
[3881]  [INFO] Thread-6 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 32855,Build Failure
[1771]  403 Forbidden: Access denied - Execution ID 77823,Permission Error
[2204]  [INFO] Thread-4 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 10017,Environment Issue
[9124]  [INFO] Thread-6 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 29959,Dependency Error
[4265]  Could not resolve dependencies for project - Execution ID 48221,Dependency Error
[5490]  [INFO] Thread-4 executing task make: *** [all] Error 2 - Execution ID 33167,Build Failure
[3113]  make: *** [all] Error 2 - Execution ID 10667,Build Failure
[7381]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 98533,Container Crash
[1633]  Failed to connect to repository: Could not resolve host - Execution ID 28811,Network Failure
[4616]  [INFO] Thread-7 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 25805,Timeout Failure
[7441]  npm ERR! code ERESOLVE - Execution ID 85589,Dependency Error
[5447]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 51140,Permission Error
[2110]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 31449,Container Crash
[5735]  [INFO] Thread-5 executing task error: expected ';' before '}' token - Execution ID 63462,Build Failure
[4585]  make: *** [all] Error 2 - Execution ID 75175,Build Failure
[7100]  SyntaxError: Unexpected token - Execution ID 47493,Build Failure
[4876]  Expected value to equal: 5 Received: 4 - Execution ID 75029,Test Failure
[8722]  [INFO] Thread-1 executing task npm ERR! peerDependencies WARNING - Execution ID 31412,Dependency Error
[2825]  docker run failed: container crashed unexpectedly - Execution ID 44395,Container Crash
[1104]  Job terminated: Exceeded maximum allowed runtime - Execution ID 81785,Timeout Failure
[9789]  AssertionError: expected False to be True - Execution ID 60841,Test Failure
[3624]  AssertionError: expected False to be True - Execution ID 58167,Test Failure
[2791]  [INFO] Thread-4 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 39499,Permission Error
[5464]  [INFO] Thread-2 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 42816,Build Failure
[2355]  [INFO] Thread-9 executing task SyntaxError: Unexpected token - Execution ID 82203,Build Failure
[7901]  Segmentation fault (core dumped) - Execution ID 98830,Container Crash
[3901]  Job terminated: Exceeded maximum allowed runtime - Execution ID 31439,Timeout Failure
"[3990]  [INFO] Thread-9 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 40771",Timeout Failure
[2298]  [INFO] Thread-8 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 65350,Build Failure
"[7875]  [INFO] Thread-6 executing task Randomised test failed, check seed 12345 - Execution ID 13683",Flaky Test
[4974]  Could not resolve dependencies for project - Execution ID 98357,Dependency Error
[3414]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 30345,Build Failure
[3636]  Intermittent failure in test_network_connection - Execution ID 96557,Flaky Test
[1581]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 39184,Dependency Error
[9202]  Failed to connect to repository: Could not resolve host - Execution ID 48970,Network Failure
[2710]  [INFO] Thread-5 executing task 403 Forbidden: Access denied - Execution ID 83923,Permission Error
[3910]  [INFO] Thread-7 executing task Error response from daemon: container cannot be started - Execution ID 30334,Container Crash
[5079]  Intermittent failure in test_network_connection - Execution ID 95794,Flaky Test
[1886]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 85556,Network Failure
"[3112]  Randomised test failed, check seed 12345 - Execution ID 49789",Flaky Test
[6526]  SyntaxError: Unexpected token - Execution ID 93099,Build Failure
[2062]  [INFO] Thread-9 executing task Error response from daemon: container cannot be started - Execution ID 99652,Container Crash
[5807]  [INFO] Thread-4 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 56636,Build Failure
[9881]  [INFO] Thread-3 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 82599,Dependency Error
"[8401]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 14177",Permission Error
[7988]  OOMKilled: Container exited with code 137 - Execution ID 23259,Container Crash
[6117]  [INFO] Thread-1 executing task Could not resolve dependencies for project - Execution ID 95699,Dependency Error
[1264]  [INFO] Thread-8 executing task ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 13669,Network Failure
[6682]  [INFO] Thread-1 executing task WARN: Test execution time varied by more than 50% - Execution ID 20412,Flaky Test
[4102]  [INFO] Thread-10 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 65768,Environment Issue
[5836]  [INFO] Thread-5 executing task test_user_auth_failed: user is not authenticated - Execution ID 47037,Test Failure
[9284]  [INFO] Thread-1 executing task ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 22925,Network Failure
[3313]  test_user_auth_failed: user is not authenticated - Execution ID 77723,Test Failure
[6664]  Connection timed out after 30000 milliseconds - Execution ID 57938,Timeout Failure
[3162]  OOMKilled: Container exited with code 137 - Execution ID 23967,Container Crash
[6044]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 10061,Build Failure
[5976]  Exception: AWS_REGION is not set - Execution ID 87926,Environment Issue
[3083]  AssertionError: timestamp mismatch (flaky) - Execution ID 75030,Flaky Test
[3435]  [INFO] Thread-1 executing task SyntaxError: Unexpected token - Execution ID 92101,Build Failure
[5634]  [INFO] Thread-2 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 28726,Dependency Error
[7352]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 48935,Dependency Error
[7784]  [INFO] Thread-10 executing task Failed to connect to repository: Could not resolve host - Execution ID 14460,Network Failure
[2595]  [INFO] Thread-6 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 37575,Network Failure
[9688]  Network is unreachable - Execution ID 49575,Network Failure
[9309]  Network is unreachable - Execution ID 62806,Network Failure
[8153]  [INFO] Thread-7 executing task Test passed on retry 2 - Execution ID 52538,Flaky Test
[8837]  Gateway Timeout: 504 - Execution ID 37262,Timeout Failure
[5881]  Error response from daemon: container cannot be started - Execution ID 87671,Container Crash
[7953]  [INFO] Thread-4 executing task Request timeout while fetching https://api.github.com - Execution ID 73214,Timeout Failure
[9672]  npm ERR! peerDependencies WARNING - Execution ID 32440,Dependency Error
[2250]  [INFO] Thread-6 executing task Error response from daemon: container cannot be started - Execution ID 28350,Container Crash
[7950]  error: expected ';' before '}' token - Execution ID 86375,Build Failure
[1663]  [INFO] Thread-3 executing task Exception: AWS_REGION is not set - Execution ID 42028,Environment Issue
[6825]  [INFO] Thread-3 executing task 403 Forbidden: Access denied - Execution ID 35814,Permission Error
[6272]  User does not have permission to execute this action - Execution ID 15454,Permission Error
[5609]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 74623,Network Failure
[3774]  [INFO] Thread-8 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 33693,Build Failure
[9508]  [INFO] Thread-8 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 41482,Network Failure
[1646]  Error: Missing environment variable DB_PASSWORD - Execution ID 97491,Environment Issue
[9661]  [INFO] Thread-3 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 69965,Build Failure
[8433]  [INFO] Thread-9 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 69920,Environment Issue
[1402]  Cannot read property 'url' of undefined from process.env - Execution ID 19178,Environment Issue
[8794]  [INFO] Thread-2 executing task npm ERR! peerDependencies WARNING - Execution ID 68418,Dependency Error
[8763]  User does not have permission to execute this action - Execution ID 82649,Permission Error
[2659]  [INFO] Thread-1 executing task npm ERR! code ERESOLVE - Execution ID 67236,Dependency Error
[4911]  Configuration Error: Invalid JSON in config.yaml - Execution ID 75977,Environment Issue
[1131]  [INFO] Thread-10 executing task WARN: Test execution time varied by more than 50% - Execution ID 37783,Flaky Test
"[6137]  [INFO] Thread-8 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 93312",Timeout Failure
[1356]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 60854,Environment Issue
[5044]  [INFO] Thread-1 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 20451,Permission Error
[9584]  [INFO] Thread-5 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 76155,Container Crash
[8091]  [INFO] Thread-5 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 84057,Build Failure
[3606]  Test passed on retry 2 - Execution ID 51012,Flaky Test
[1290]  [INFO] Thread-7 executing task Network is unreachable - Execution ID 16272,Network Failure
[5311]  [INFO] Thread-8 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 89927,Container Crash
[1466]  Failed to connect to repository: Could not resolve host - Execution ID 63221,Network Failure
[3257]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 58220,Dependency Error
[5575]  [INFO] Thread-8 executing task Failed to connect to repository: Could not resolve host - Execution ID 76213,Network Failure
[2405]  Job terminated: Exceeded maximum allowed runtime - Execution ID 71398,Timeout Failure
[5012]  Connection timed out after 30000 milliseconds - Execution ID 96397,Timeout Failure
[1956]  [INFO] Thread-7 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 76988,Flaky Test
[5238]  [INFO] Thread-1 executing task Expected value to equal: 5 Received: 4 - Execution ID 30102,Test Failure
[1297]  [INFO] Thread-6 executing task Network is unreachable - Execution ID 11409,Network Failure
[3504]  npm ERR! code ERESOLVE - Execution ID 30364,Dependency Error
[1211]  test_user_auth_failed: user is not authenticated - Execution ID 24155,Test Failure
[4046]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 42127,Network Failure
[9777]  [INFO] Thread-3 executing task Segmentation fault (core dumped) - Execution ID 12446,Container Crash
[3996]  [INFO] Thread-8 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 61922,Flaky Test
[4685]  WARN: Test execution time varied by more than 50% - Execution ID 42001,Flaky Test
[6861]  [INFO] Thread-2 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 83381,Environment Issue
[6917]  [INFO] Thread-9 executing task error: expected ';' before '}' token - Execution ID 93216,Build Failure
"[2305]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 68742",Permission Error
[3871]  Request timeout while fetching https://api.github.com - Execution ID 13468,Timeout Failure
[9070]  WARN: Test execution time varied by more than 50% - Execution ID 83368,Flaky Test
[1254]  AssertionError: timestamp mismatch (flaky) - Execution ID 14968,Flaky Test
[8021]  FAIL src/components/App.test.tsx - Execution ID 60510,Test Failure
[9087]  [INFO] Thread-10 executing task Exception: AWS_REGION is not set - Execution ID 37408,Environment Issue
[8509]  OOMKilled: Container exited with code 137 - Execution ID 71938,Container Crash
[1921]  User does not have permission to execute this action - Execution ID 98961,Permission Error
[1485]  [INFO] Thread-2 executing task WARN: Test execution time varied by more than 50% - Execution ID 19877,Flaky Test
[5179]  [INFO] Thread-9 executing task Failed to connect to repository: Could not resolve host - Execution ID 14181,Network Failure
[7272]  Failed to connect to repository: Could not resolve host - Execution ID 96438,Network Failure
[4907]  [INFO] Thread-8 executing task User does not have permission to execute this action - Execution ID 54832,Permission Error
[6860]  Exception: AWS_REGION is not set - Execution ID 73774,Environment Issue
[5459]  [INFO] Thread-5 executing task OOMKilled: Container exited with code 137 - Execution ID 76886,Container Crash
[3613]  Expected value to equal: 5 Received: 4 - Execution ID 73765,Test Failure
[3890]  [INFO] Thread-1 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 85173,Permission Error
[7362]  test_user_auth_failed: user is not authenticated - Execution ID 53241,Test Failure
[3213]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 95981,Build Failure
[4108]  AssertionError: timestamp mismatch (flaky) - Execution ID 39750,Flaky Test
"[9583]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 97838",Permission Error
[6909]  [INFO] Thread-1 executing task socket hang up - Execution ID 80266,Network Failure
[3336]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 46617,Permission Error
[3955]  docker run failed: container crashed unexpectedly - Execution ID 73054,Container Crash
[5066]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 52846,Permission Error
[8677]  [INFO] Thread-6 executing task error: expected ';' before '}' token - Execution ID 42078,Build Failure
"[8574]  [INFO] Thread-3 executing task Randomised test failed, check seed 12345 - Execution ID 27123",Flaky Test
[3061]  [INFO] Thread-10 executing task 403 Forbidden: Access denied - Execution ID 31293,Permission Error
[9794]  [INFO] Thread-2 executing task Exception: AWS_REGION is not set - Execution ID 58575,Environment Issue
[8901]  [INFO] Thread-6 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 77384,Container Crash
[9415]  [INFO] Thread-8 executing task Test passed on retry 2 - Execution ID 15023,Flaky Test
[4122]  Gateway Timeout: 504 - Execution ID 13061,Timeout Failure
[1283]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 19697,Container Crash
[6567]  Expected value to equal: 5 Received: 4 - Execution ID 31995,Test Failure
[8931]  [INFO] Thread-5 executing task Gateway Timeout: 504 - Execution ID 13198,Timeout Failure
[3348]  test_user_auth_failed: user is not authenticated - Execution ID 83719,Test Failure
[2998]  [INFO] Thread-8 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 48811,Environment Issue
[7478]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 78929,Permission Error
[7498]  Expected value to equal: 5 Received: 4 - Execution ID 41223,Test Failure
[9581]  docker run failed: container crashed unexpectedly - Execution ID 48605,Container Crash
[6927]  [INFO] Thread-8 executing task User does not have permission to execute this action - Execution ID 38150,Permission Error
[8094]  [INFO] Thread-9 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 71127,Build Failure
[4038]  [INFO] Thread-4 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 47792,Container Crash
[9608]  [INFO] Thread-4 executing task error: expected ';' before '}' token - Execution ID 99272,Build Failure
[2320]  Missing dependency: left-pad is not installed - Execution ID 25360,Dependency Error
[9868]  Error response from daemon: container cannot be started - Execution ID 72415,Container Crash
"[3931]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 21746",Permission Error
[3210]  [INFO] Thread-3 executing task AssertionError: expected False to be True - Execution ID 98528,Test Failure
[6653]  OOMKilled: Container exited with code 137 - Execution ID 84107,Container Crash
[7903]  [INFO] Thread-7 executing task FAIL src/components/App.test.tsx - Execution ID 95839,Test Failure
[1155]  [INFO] Thread-10 executing task FAIL src/components/App.test.tsx - Execution ID 83277,Test Failure
[4633]  [INFO] Thread-7 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 24942,Container Crash
[6631]  WARN: Test execution time varied by more than 50% - Execution ID 77914,Flaky Test
[2708]  Request timeout while fetching https://api.github.com - Execution ID 27652,Timeout Failure
[4801]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 56185,Permission Error
[8460]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 11618,Dependency Error
"[8737]  Randomised test failed, check seed 12345 - Execution ID 19606",Flaky Test
[6036]  [INFO] Thread-2 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 36400,Environment Issue
[3589]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 79644,Permission Error
[9503]  [INFO] Thread-3 executing task OOMKilled: Container exited with code 137 - Execution ID 86221,Container Crash
"[7574]  [INFO] Thread-2 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 73366",Timeout Failure
[3700]  [INFO] Thread-1 executing task Segmentation fault (core dumped) - Execution ID 78004,Container Crash
[5124]  [INFO] Thread-8 executing task Expected value to equal: 5 Received: 4 - Execution ID 76655,Test Failure
[1977]  Connection timed out after 30000 milliseconds - Execution ID 26149,Timeout Failure
[1958]  Configuration Error: Invalid JSON in config.yaml - Execution ID 84648,Environment Issue
[1249]  Error: Missing environment variable DB_PASSWORD - Execution ID 41596,Environment Issue
[3442]  [INFO] Thread-5 executing task FAIL src/components/App.test.tsx - Execution ID 50139,Test Failure
[9068]  [INFO] Thread-10 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 84727,Build Failure
[2942]  [INFO] Thread-2 executing task FAIL src/components/App.test.tsx - Execution ID 42133,Test Failure
[8228]  Missing dependency: left-pad is not installed - Execution ID 62737,Dependency Error
[6039]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 32700,Build Failure
[7990]  AssertionError: expected False to be True - Execution ID 67952,Test Failure
"[1918]  [INFO] Thread-10 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 31906",Permission Error
[8362]  Configuration Error: Invalid JSON in config.yaml - Execution ID 56929,Environment Issue
[3036]  Network is unreachable - Execution ID 51017,Network Failure
[4450]  FAIL src/components/App.test.tsx - Execution ID 37244,Test Failure
[2068]  [INFO] Thread-2 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 18294,Network Failure
[2460]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 42686,Dependency Error
[8719]  [INFO] Thread-7 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 35310,Timeout Failure
[9203]  Error: expect(received).toBe(expected) - Execution ID 93074,Test Failure
[5416]  Failed to connect to repository: Could not resolve host - Execution ID 87846,Network Failure
[9370]  Failed to connect to repository: Could not resolve host - Execution ID 66742,Network Failure
[7072]  [INFO] Thread-8 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 28609,Permission Error
[5901]  socket hang up - Execution ID 92170,Network Failure
[2665]  Job terminated: Exceeded maximum allowed runtime - Execution ID 45246,Timeout Failure
[3963]  [INFO] Thread-2 executing task Network is unreachable - Execution ID 77981,Network Failure
[2850]  [INFO] Thread-8 executing task Error response from daemon: container cannot be started - Execution ID 47524,Container Crash
[8570]  [INFO] Thread-9 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 94006,Network Failure
[8622]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 99384,Permission Error
"[8741]  [INFO] Thread-7 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 53447",Timeout Failure
[4720]  [INFO] Thread-7 executing task Could not resolve dependencies for project - Execution ID 48542,Dependency Error
[6503]  Error: expect(received).toBe(expected) - Execution ID 97931,Test Failure
[4636]  [INFO] Thread-2 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 34831,Timeout Failure
[6816]  User does not have permission to execute this action - Execution ID 90265,Permission Error
[1644]  Error response from daemon: container cannot be started - Execution ID 16752,Container Crash
[5525]  [INFO] Thread-6 executing task npm ERR! peerDependencies WARNING - Execution ID 17933,Dependency Error
[9629]  [INFO] Thread-9 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 55411,Dependency Error
[6234]  docker run failed: container crashed unexpectedly - Execution ID 44749,Container Crash
[4460]  [INFO] Thread-2 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 74684,Dependency Error
[6222]  [INFO] Thread-4 executing task 403 Forbidden: Access denied - Execution ID 30983,Permission Error
[1187]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 28471,Network Failure
[2781]  [INFO] Thread-4 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 81538,Network Failure
[6137]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 65807,Container Crash
[8254]  make: *** [all] Error 2 - Execution ID 21039,Build Failure
[1142]  [INFO] Thread-4 executing task Error response from daemon: container cannot be started - Execution ID 35154,Container Crash
[1378]  [INFO] Thread-8 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 37873,Build Failure
[6698]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 85493,Dependency Error
[9622]  [INFO] Thread-3 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 47842,Build Failure
[5620]  [INFO] Thread-4 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 45872,Environment Issue
[3420]  [INFO] Thread-4 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 64137,Build Failure
[2372]  403 Forbidden: Access denied - Execution ID 81165,Permission Error
[6258]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 50346,Build Failure
[8132]  Configuration Error: Invalid JSON in config.yaml - Execution ID 76042,Environment Issue
"[3887]  [INFO] Thread-9 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 48816",Permission Error
[1702]  Failed to connect to repository: Could not resolve host - Execution ID 17988,Network Failure
[6461]  [INFO] Thread-4 executing task User does not have permission to execute this action - Execution ID 42105,Permission Error
[2688]  Configuration Error: Invalid JSON in config.yaml - Execution ID 29772,Environment Issue
[8527]  [INFO] Thread-9 executing task OOMKilled: Container exited with code 137 - Execution ID 81761,Container Crash
[1701]  [INFO] Thread-1 executing task OOMKilled: Container exited with code 137 - Execution ID 90771,Container Crash
[8625]  Error: expect(received).toBe(expected) - Execution ID 76569,Test Failure
[8599]  Network is unreachable - Execution ID 46114,Network Failure
"[7681]  [INFO] Thread-4 executing task Randomised test failed, check seed 12345 - Execution ID 48880",Flaky Test
"[9726]  [INFO] Thread-7 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 47404",Permission Error
[1188]  [INFO] Thread-10 executing task Segmentation fault (core dumped) - Execution ID 61961,Container Crash
[3954]  AssertionError: timestamp mismatch (flaky) - Execution ID 35594,Flaky Test
[6881]  [INFO] Thread-8 executing task Intermittent failure in test_network_connection - Execution ID 14952,Flaky Test
[7633]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 67685,Container Crash
[2068]  error: expected ';' before '}' token - Execution ID 47143,Build Failure
[2077]  [INFO] Thread-3 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 42620,Network Failure
[6836]  Error: expect(received).toBe(expected) - Execution ID 57277,Test Failure
[6723]  [INFO] Thread-4 executing task AssertionError: expected False to be True - Execution ID 21642,Test Failure
[3647]  [INFO] Thread-7 executing task socket hang up - Execution ID 60503,Network Failure
[5919]  Exception: AWS_REGION is not set - Execution ID 89719,Environment Issue
[5224]  [INFO] Thread-1 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 25131,Build Failure
[9786]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 16030,Container Crash
[7151]  Exception: AWS_REGION is not set - Execution ID 94154,Environment Issue
[2441]  [INFO] Thread-3 executing task Expected value to equal: 5 Received: 4 - Execution ID 53401,Test Failure
[3721]  Test passed on retry 2 - Execution ID 15053,Flaky Test
[5505]  Error: Missing environment variable DB_PASSWORD - Execution ID 11743,Environment Issue
[2038]  test_user_auth_failed: user is not authenticated - Execution ID 60462,Test Failure
[5414]  Job terminated: Exceeded maximum allowed runtime - Execution ID 16052,Timeout Failure
[4989]  Intermittent failure in test_network_connection - Execution ID 93451,Flaky Test
[4692]  AssertionError: timestamp mismatch (flaky) - Execution ID 18915,Flaky Test
[4793]  Job terminated: Exceeded maximum allowed runtime - Execution ID 16275,Timeout Failure
[2575]  [INFO] Thread-9 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 55875,Environment Issue
[4725]  test_user_auth_failed: user is not authenticated - Execution ID 37687,Test Failure
[6184]  [INFO] Thread-7 executing task Gateway Timeout: 504 - Execution ID 73141,Timeout Failure
[4355]  Missing dependency: left-pad is not installed - Execution ID 20534,Dependency Error
[4782]  Configuration Error: Invalid JSON in config.yaml - Execution ID 74299,Environment Issue
[2544]  [INFO] Thread-7 executing task OOMKilled: Container exited with code 137 - Execution ID 77636,Container Crash
[6215]  [INFO] Thread-3 executing task Segmentation fault (core dumped) - Execution ID 20789,Container Crash
[4147]  [INFO] Thread-8 executing task Network is unreachable - Execution ID 34636,Network Failure
[5441]  [INFO] Thread-5 executing task Expected value to equal: 5 Received: 4 - Execution ID 47389,Test Failure
[3260]  [INFO] Thread-6 executing task FAIL src/components/App.test.tsx - Execution ID 17963,Test Failure
[3402]  Missing dependency: left-pad is not installed - Execution ID 58855,Dependency Error
"[1751]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 29150",Timeout Failure
[3846]  [INFO] Thread-10 executing task make: *** [all] Error 2 - Execution ID 78478,Build Failure
[7349]  Error response from daemon: container cannot be started - Execution ID 99723,Container Crash
[1175]  socket hang up - Execution ID 34616,Network Failure
[7799]  [INFO] Thread-1 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 32825,Environment Issue
[2923]  [INFO] Thread-3 executing task FAIL src/components/App.test.tsx - Execution ID 82886,Test Failure
[6694]  [INFO] Thread-4 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 51635,Environment Issue
[4703]  AssertionError: expected False to be True - Execution ID 76751,Test Failure
[4186]  [INFO] Thread-7 executing task npm ERR! peerDependencies WARNING - Execution ID 25808,Dependency Error
[8331]  test_user_auth_failed: user is not authenticated - Execution ID 49313,Test Failure
[7990]  Connection timed out after 30000 milliseconds - Execution ID 33758,Timeout Failure
[3152]  [INFO] Thread-8 executing task Cannot read property 'url' of undefined from process.env - Execution ID 36404,Environment Issue
[6383]  [INFO] Thread-4 executing task Test passed on retry 2 - Execution ID 74523,Flaky Test
[6041]  [INFO] Thread-3 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 59155,Environment Issue
[4080]  [INFO] Thread-7 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 57876,Environment Issue
[4776]  [INFO] Thread-8 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 57904,Build Failure
"[1031]  [INFO] Thread-9 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 87419",Permission Error
[2731]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 54705,Build Failure
[8540]  [INFO] Thread-1 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 64575,Timeout Failure
[1248]  make: *** [all] Error 2 - Execution ID 51159,Build Failure
